review,result
"Sejuk, rindang, banyak tempat selfie dgn view yg cakep dan variatif, warung makannya jg banyak, cocok buat liburan bersama keluarga dan teman2 👍👍 …",positive
"Tempatnya sejuk..cocok untuk menikmati liburan bersama keluarga disaat cuaca panas di jogja..tempat parkir luas, mungkin tempat sampah lebih diperbanyak agar kebersihan tetap terjaga..",positive
Kalo buat keluarga sih ngajak orang tua gitu lumayan capek ya soalnya jalannya nanjak mulu ssma turun. Untungnya ada pendopo,neutral
"Lokasi yang tidak terlalu jauh dan jalan yang mulus, serta tempatnya yang dikelola sangat baik. Sangat cocok untuk keluarga dengan anak2 maupun orangtua, ataupun hanya berdua dengan pasangan.",positive
Hutan Pinus dengan spot foto menarik pengunjung lokal dan manca. Rekomendasi untuk piknik keluarga dan lokasi outbond instansi pemerintah dan swasta. Jalan menuju lokasi cukup tajam Dan curam. Berhati-hati lah.,positive
Ini pertama kalinya Saya ke sini bareng keluarga dan mitra kantor. Keren sih tapi hutan pinusnya sendiri hampir mirip dengan yang ada di Argalingga. Jadi Saya menikmati wisata off road yang tersedia di sana.,positive
Asik bisa seru seruan bareng keluarga maupun teman,positive
"Pinus pengger merupakan Sebuah tempat wisata alam yang indah dan romantis. Menjadikanya cocok untuk dikunjungi bersama pasangan maupun keluarga, lingkungan yang asri dan dikelilingi wisata² sejenis membuat tempat ini menjadi salah satu yang tidak boleh dilupakan.",positive
Nyaman untuk sekedar bersantai dan liburan keluarga.,positive
"Tempat wisata yg sejuk, cocok utk berfoto"" dg keluarga, teman atau pacar. Mungkin lebih tambah lagi spot utk foto selfi dan tempat duduk..",positive
"Tempatnya keren,  bersih dan ada terdapat musholanya jadi gk perlu keluar buat sholat,  dan cocok buat bawa keluarga + doi 😊 …",positive
Cocok buat bonding keluarga besar,positive
"tempat yang bagus untuk piknik bersama keluarga, pemandangan nya bagus , untuk akses jalan karna daerah bukit jadinya banyak nanjak dan kelok",positive
"Enak untuk tempat wisata keluarga, makanan murah dan tiket masuk juga sangat terjangkau dan bisa foto foto sepuasnya, kalau malam ada sesi foto profesional tapi bayar",positive
"""Tempatnya cocok untuk menikmati suasana malam hari bersama temen, pasangan dan keluarga,",positive
"Tempat wisata alam ini cocok juga untuk kegiatan outbond, camping dan menikmati panorama alam dan berfoto""",positive
"Tempatnya sangat nyaman, bersih, dan masih asri, dan udaranya yang sejuk. Cocok untuk liburan bersama keluarga, dan bagus juga untuk spot foto.",positive
Tempat yang keren buat foto-foto bareng temen atau keluarga. Ada jasa foto profesional juga yg bisa di share via aplikasi. Waktu terbaik datang kesini adalah saat matahari terbit.,positive
"tempat yg asik untuk refreshing bersama teman, keluarga atau sahabat. Terutama di malam hari kalian bisa melihat panorama jogja dari ketinggian bukit Pengger.",positive
"Tak kasih bintang 3 karena masih kurang Tertib, banyak orang ngaku2 satu keluarga padahal bukan 1 keluarga, jadinya banyak rombongan, kasian yg antrian sesuai antrian di belakang.",negative
Tempat yang nyaman dan asri untuk bersantai bersama keluarga. Angin sepoi-sepoi. Duduk dibawah pohon pinus yanh berjejer benar-benar sangat sejuk. Pemandangan di bawah juga bagus. Banyak tempat duduk disediakan disana.,positive
Bagus Spotnya. Petugasnya Ramah. Adem banget. Sangat enak untuk bersantai bersama keluarga maupun pasangan.,positive
"Sejuk, luas, cocok buat anak dan seluruh keluarga 👍 …",positive
"sangat bagus untuk lokasi foto preweding, kalau untuk rekreasi keluarga kurang karena lokasi nya yg tdk luas",positive
"suasana sejuk, cocok untuk foto² selfi bersama teman dan keluarga",positive
"Keren tempat nya bagus buat ajak keluarga,pacar maupun selingkuhan haha sejuk tempat nya👍 …",positive
"Wisata alam hutan pinus penger, tak jauh berbeda dengan wisata alam hutan pinus becici, yaitu menyajikan keindahan panorama alam dan lebatnya pohon pohon pinus, udara segar jauh kebisingan kota, cocok buat bersantai bersama keluarga.",positive
"Dekat dari bukit bintang, udaranya sejuk, biaya masuk yang murah. cocok untuk wisata bersama keluarga,komunitas, pilihan utk lokasi pre wedding",positive
"Tempatnya bagus, sejuk, dan cocok untuk wisata keluarga..",positive
Tempat liburan keluarga teman jg kolega yang nyaman ramah dan asri wahana serba alam,positive
"Tempat yang pas untuk rekreasi bersama keluarga. Spot foto yang disediakan juga sangat banyak, suasananya juga masih asri.",positive
"Cocok untuk liburan keluarga . Spot foto bagus""",positive
Sejuk nyaman buat bersantai sama keluarga,positive
"Suasananya sejuk untuk healing keluarga, cocok untuk bersantai dan merefresh diri",positive
Teduh....cocok utk swafoto bersama keluarga ...tp hati2 saaat ada dahan kering...kmrn kesini ada yg jatuh,positive
Liburan bersama keluarga,positive
Tempatnya nyaman untuk liburan keluarga. Disana juga di sediakan tempat dan fotografer untuk mengabadikan momen bersama keluarga ataupun teman.,positive
"Tempat wisata yang cocok untuk keluarga disaat liburan. Harganya terjangkau,tempat sejuk,bisa foto sepuasnya",positive
Tempat yang asyik untuk piknik bagi keluarga dan suasana romantis bnr di malam hari bagi anda yang masih berpacaran...,positive
Enak buat nongkrong bersama keluarga,positive
"""Wisata alam dg spot foto unik",positive
"Cocok buat keluarga""",positive
"Lokasi nyaman untuk bersantai,, akses mudah,, cocok untuk wisata keluarga",positive
"Recomended place untuk rekreasi bersama teman atau keluarga, bagus pemandangannya apalagi kalau malam",positive
"Baru aja berkunjung ke sini. Menurut keluarga yang sudah pernah, tempatnya sudah upgrade jadi jauh lebih baik",positive
Bagus tempatnya dan murah untuk masuk.. Perjalanan juga tidak terlalu sulit rutenya.. Sangat cocok untuk liburan keluarga,positive
Wisata keluarga yg memiliki spot berfoto instagramable..jangan sampe ga dateng kesini..,positive
"Viewnya bgs, tempatnya diatas sekali, sangat menyenangkan buat libur keluarga",positive
"Cocok untuk yg lgi cari tempat liburan keluarga/ cuma jln"" nyari spot fto juga boleh",positive
"Banyak view yg bagus untuk berfoto2, cocok untuk santai bersama keluarga teman dan pasangan",positive
"Tempat nya sejuk, Yg suka bermain di alam boleh di coba bersama keluarga atau kerabat 👍👍 …",positive
Cocok untuo rekreasi keluarga,positive
"Wisata hutan pinus yg cocok untuk berselfi, berduaan, bersama keluarga, teman dan kerabat.. Recomended",positive
"Tempat bersih, terawat. Cocok bngt untuk destinasi liburan bareng pasangan ataupun keluarga",positive
"Liburan menikmati akhir tahun 2019 bersama keluarga, dihutan pinus keren juga lo teman""",positive
"Teduh dan cocok untuk Quality time bareng Keluarga. Cuman, kalau hujan tanah nya agak blenyek..",positive
Cocok untuk liburan keluarga disini,positive
Tempatnya enak buat santai dgn keluarga,positive
"Suasana hutan Pinus yang sejuk dan cocok untuk menghilangkan penat,, tempat rekreasi yang nyaman bagi keluarga",positive
"Tempat yang nyaman buat mengisi liburan keluarga,  mengajarkan tentang mencintai alam kpd anak",positive
"Tempatnya bagus,cocok untuk liburan bersama keluarga.Tempat juga sangat bersih😊 …",positive
Tempat nyaman dan enak buat nyantai dengan keluarga,positive
Tempat yang sangat indah.. cocok buat liburan keluarga apalagi kalo malam,positive
"Tempat yang indah dan nyaman buat keluarga, apalagi yg lagi ketaman asmoro lebih syahdu😘 …",positive
"Tempat hangout bareng keluarga, fasilitas lengkap, area luas banyak spot foto,",positive
"tempat yang buruk untuk berliburan jika ingin menemanin keluarga ,karena anda akan menemani keluarga anda untuk foto foto",negative
"""Nicee bangett untuk tempat wisata ya...",positive
"Cocok untuk liburan bareng keluarga,teman,pacar""",positive
Tempat yg sangat menyenang kan. Tempat rekreasi baik untuk pasangan maupun keluarga,positive
Cocok buat piknik keluarga dengan menikmati teduhnya hutan pinus,positive
Tempat wisata alam yg sejuk cocok untuk out bond keluarga dan rombongan. Siiip tenan,positive
Adem dan alami bnget. Buat wisata keluarga cucok banget...,positive
Spot untuk foto-foto. Cukup ok jalan bersama keluarga menghabiskan waktu.,positive
Salah satu destinasi wisata di Jogja berada di gunung kidul rekomendasi sekali jika ingin wisata dengan keluarga,positive
View keren dan fasilitas foto yang memadai. Cocok untuk liburan keluarga,positive
Tempat yg bagus untuk kopdar & kumpul keluarga,positive
Tempat rekreasi untuk keluarga yang tepat sekali suasananya dan pemandanganya bagus sekali,positive
"Tempat yang enak buat jalan sama gebetan atau keluarga, atau sendirian buat ngadem juga enak haha",positive
Tempat yg nyaman dan asyik cocok untuk outbound maupun tamasya keluarga,positive
"Tempat piknik asyik bareng keluarga, gelar tiker bawa makan siang hmmm",positive
Tempat cocok buat keluarga,positive
"Suasana asri, tempat yang bersih cocok untuk wisata keluarga dan yang suka hunfot",positive
"Asik untuk wisata bersama keluarga, banyak spot foto yang keren",positive
Tempat wisata yang cocok untuk berlibur bersama keluarga maupun teman dekat,positive
Tmpat nya sngt bgus bwt selfi fotone keluarga,positive
Tempat yang cocok untuk menghabiskan waktu akhir pekan bersama keluarga,positive
Suasana asri dan udara segar cocok untuk berlibur bersama keluarga,positive
"cocok untuk wisata keluarga , memiliki spot foto yang sangat menarik",positive
"Tempatnya bagus, bersih, cocok utk wisata keluarga dan komunitas",positive
"Tempatnya dingin,  asyik buat liburan keluarga malam hari",positive
"Wisata keluarga, dengan pemandangan yang indah, patut dicoba",positive
"Tempat wisata yang sejuk, jajanan didalam juga murah, cocok untuk keluarga, dan teman",positive
Tempatnya adem dan nyaman untuk metime bareng keluarga,positive
recomended banget buat bawa keluarga untuk bersua photo,positive
karena banyak fasilitas publik seperti free WiFi dan tempat yang nyaman buat keluarga,positive
"tempat yang asri untuk keluarga, sahabat, dan pasangan",positive
tempatnya sejuk dan nyaman untuk rekreasi bersama keluarga,positive
Seru dan spotnya banyak cocok untuk liburan bersama pasangan atau dengan keluarga,positive
Tempat yg indah untuk perjalanan bersama keluarga dan teman anda.,positive
Memori brsama keluarga 😍 …,positive
Tempatnya nyaman dan bersih untuk liburan bersama keluarga 😊 …,positive
Udara dan suasananya nyaman untuk wisata keluarga,positive
Wisata malam yg indah untuk diabadikan bersama keluarga👨‍👩‍👧‍👧 …,positive
Cukup oke untuk foto bareng teman atau keluarga..,positive
Udaranya sejuk nyaman baik untuk sanrai bersama keluarga...,positive
Cocokkk untuk liburan bersama keluarga,positive
"Nyaman, enak & tepat untuk rekreasi keluarga & orang tersayang",positive
Pernah saya kunjungi sama keluarga dan mitra kerja saat gathering famili Jogyakrta,neutral
"Bersih, adem, asri, tenang, tempat parkir memadai, cocok untuk wisata keluarga",positive
Wisata alam cocok buat santai bersama keluarga,positive
Adem murah cocok buat wisata keluarga,positive
"Tempat yang bagus untuk keluarga , apalagi kalo menjelang sorehari",positive
Sangat menarik dan cocok untuk liburan bersama keluarga.,positive
"Tempatnya adem, dan layak bwt liburan keluarga, bersih, sopan",positive
Cocok untuk acara keluarga dan bertamasya anak-anak,positive
Tempat paling nyaman Dan Sejuk untuk liberal keluarga,positive
Tempat yg cocok untuk penyuka alam dan cocok untuk keluarga,positive
Tempat wisata keluarga,positive
Menyenangkan cocok buat refresing n wisata keluarga,positive
Bagus buat kumpul sama keluarga ataupun teman,positive
Tempat rekreasi alam bersama keluarga yang rekomendasi,positive
Hmmm... Ayo yg masih ingin ber cengkrama dan mesra dengan keluarga...,positive
tempat cukup bagus untuk berlibur keluarga,positive
Wisata alam yabg cocok buat liburan keluarga,positive
Sangat bagus dan sangat cocok untuk liburan keluarga,positive
"Adem, sejuk, cocok sekali untuk berlibur bersama keluarga",positive
Wisata akhir pekan bersama keluarga trcinta,positive
"Hutan rekreasi keluarga pacar sahabat, tidak jauh dari kota jogja",positive
Tempat rekreasi keluarga yg bgus dan murah,positive
biaya masuk murah dan cocok untuk keluarga yang ingin bertamasya,positive
Buat nyantai atau piknik keluarga cocok...,positive
"Cocok buat acara keluarga, asri tempatnya",positive
Nyaman buat rekreasi bersama keluarga,positive
"sejuk, rindang dan bisa buat wisata keluarga",positive
Mantap lah untuk rekreasi bareng keluarga,positive
Cocok untuk wisata keluarga yang narsis abis,positive
"Sangat indah, dan asyik buat tongkrongan buat pasangan dan keluarga",positive
"Masih sangat asri, nyaman untuk bersantai bersama keluarga",positive
Tempat refreshing bersama keluarga dengan konsep outdoor,positive
Cocok buat piknik sama keluarga,positive
Cocok untuk berwisata kealaman bersama keluarga,positive
Tempat wisata bersama keluarga.,positive
Tempatnya adem nyaman untuk keluarga...,positive
Tempatnya seru buat rekreasi keluarga,positive
"Wisata alam wisata alternatif, dan educatif  bagi keluarga.",positive
Sejuk layak untuk wisata keluarga,positive
"Lingkungan yg asri dan bersahabat, untuk liburn keluarga",positive
Sangat indah dan enak jika bersama keluarga,positive
Seeejuk banget buat nyantai sama keluarga,positive
Cocok buat santai keluarga 😍😍 …,positive
Cocok sekali untuk liburan keluarga,positive
"""Suka...",positive
"Cocok untuk wisata keluarga""",positive
"liburan keluarga, santai, tenang dan sejuk",positive
Tempat asri untuk berlibur bersama keluarga,positive
Tempat yang nyaman untuk rekreasi keluarga,positive
Destinasi untuk keluarga dan kerabat di waktu malam.,positive
Sejuk recomended acara keluarga,positive
Sejuk tempat rekreasi keluarga,positive
Bagus untuk bertamasya bersama keluarga,positive
Tempat untuk rekreasi keluarga .......👍 …,positive
Lumayan untuk wisata keluarga,positive
Bagus untuk berlibur dengan keluarga,positive
Cocok.untuk piknik keluarga,positive
Rekreasi yang cocok untuk keluarga,positive
Cocok berlibur untuk keluarga,positive
like this..nyman buat keluarga,positive
"Bagus, cocok untuk keluarga",positive
Sip buat keluarga,positive
Nganter piknik keluarga,neutral
Tempat piknik keluarga,positive
Tempat liburan keluarga,positive
Wisata keluarga,positive
"Pemandangan indah, sejuk, waktu bersama keluarga, abadikan momen.",positive
Tempat hiburan keluarga yang sejuk dan menyenangkan,positive
Tempat yang sejuk dan sejuk. Cocok untuk bersantai bersama keluarga atau pasangan muda,positive
Tempat rekreasi & bersantai bersama keluarga,positive
"""tempatnya di dataran tinggi shg lampu kota kelihatan kerlap kerlip di bawahnya, tanaman pinusnya tinggi dan rapat serta di pasang lampu di sana sini menambah suasana romantis terutama kaum muda yg sedang memadu kasih.",positive
"muantab 👍""",positive
"Transit perjalanan pulang ke Yogja setelah ke lokasi pantai di gn.kidul. Melihat pemandangan kota di malam hari lewat titik lampunya😊.Tiket masuk 5000 per org, anak gak bayar. Klu mau pakai jasa foto 4000 per file. Parkir mobil luas. Toilet dan Musholla ada. Tempat makan juga ada.",positive
"""merupakan salah satu objek wisata andalan Kabupaten Bantul. Wisata alam ini berlokasi di Sendangsari, Desa Terong, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta. Hutan Pinus Pengger mudah dijangkau karena terletak dipinggir jalan Patuk-Dlingo km 4,5.",positive
,positive
"Walaupun masih terdengar asing, dikalangan penyuka jalan-jalan objek wisata, Hutan Pinus Pengger terbilang cukup populer.[1] Tempat ini masih dirasa asing karena baru dibuka secara resmi pada tanggal 7 April 2016.[2] Hutan Pinus ini sangat digemari oleh para pencipta objek wisata, karena objek wisata ini menyuguhkan pemandangan alam yang sangat indah.",positive
,positive
"Saat mengunjungi Hutan Pinus Pengger, Anda bisa melakukan beberapa aktivitas alam yang menyenangkan. Salah satunya adalah melihat keindahan alam Jogja dari ketinggian. Jika Anda ingin melihat pemandangan Jogja pada malam hari dan pagi hari, Anda bisa camping disini dengan harga tiket masuk yang murah. Dengan keasrian hutan dan hawa dingin yang semilir menjadikan suasana camping mu menjadi lebih menyenangkan.",positive
